-,sp,_
10779,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1683,force_strike:256,skill_1:3514,skill_2:1521,s2_boost:606,dx:2001,ds:1195
-,sp,kd
12469,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:2142,force_strike:296,skill_1:4065,skill_2:1759,s2_boost:701,dx:2315,ds:1382
11857,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:2037,force_strike:281,skill_1:3865,skill_2:1673,s2_boost:667,dx:2201,ds:1315
-,sp,rd
12414,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1770,force_strike:269,skill_1:4250,skill_2:1839,s2_boost:733,dx:2104,ds:1445
11805,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1683,force_strike:256,skill_1:4041,skill_2:1749,s2_boost:697,dx:2001,ds:1374
-,sp,krd
13656,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:2142,force_strike:296,skill_1:4675,skill_2:2023,s2_boost:807,dx:2315,ds:1590
12985,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:2037,force_strike:281,skill_1:4445,skill_2:1924,s2_boost:767,dx:2201,ds:1512
-,sp,b
10404,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1633,force_strike:256,skill_1:3265,skill_2:1499,s2_boost:598,dx:1972,ds:1178
9859,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1548,force_strike:243,skill_1:3094,skill_2:1420,s2_boost:566,dx:1869,ds:1116
-,sp,kb
11444,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1976,force_strike:282,skill_1:3591,skill_2:1649,s2_boost:657,dx:2169,ds:1296
10845,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1873,force_strike:267,skill_1:3403,skill_2:1562,s2_boost:623,dx:2056,ds:1228
-,sp,rb
11385,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1633,force_strike:256,skill_1:3755,skill_2:1724,s2_boost:687,dx:1972,ds:1355
10789,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1548,force_strike:243,skill_1:3558,skill_2:1633,s2_boost:651,dx:1869,ds:1284
-,sp,krb
12524,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1976,force_strike:282,skill_1:4130,skill_2:1896,s2_boost:756,dx:2169,ds:1490
11868,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1873,force_strike:267,skill_1:3914,skill_2:1797,s2_boost:716,dx:2056,ds:1412
-,sp,db
11085,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1740,force_strike:273,skill_1:3479,skill_2:1597,s2_boost:637,dx:2101,ds:1255
10540,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1655,force_strike:259,skill_1:3308,skill_2:1518,s2_boost:605,dx:1998,ds:1193
-,sp,kdb
12193,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:2106,force_strike:300,skill_1:3826,skill_2:1757,s2_boost:700,dx:2311,ds:1380
11594,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:2002,force_strike:285,skill_1:3638,skill_2:1670,s2_boost:666,dx:2198,ds:1313
-,sp,rdb
12130,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1740,force_strike:273,skill_1:4000,skill_2:1836,s2_boost:732,dx:2101,ds:1443
11534,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1655,force_strike:259,skill_1:3804,skill_2:1746,s2_boost:696,dx:1998,ds:1372
-,sp,krdb
13343,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:2106,force_strike:300,skill_1:4400,skill_2:2020,s2_boost:805,dx:2311,ds:1588
12687,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:2002,force_strike:285,skill_1:4184,skill_2:1921,s2_boost:766,dx:2198,ds:1510
